wkt_geom,Deliveries,ANC,typeTextHealth,Type,typeText,Please_spe,ownershipText,Name,path,layer,typeTextWater,identifier,PNAME2014,typeTextSchools,typeTextProtection
Point (32.53490000000000038 0.31219999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Ebenezer medical clinc,,Kampala Health Facilities,,4614,LUNGUJJA,,
Point (32.53580000000000183 0.2913),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Ssuubi Health centre mutundwe,,Kampala Health Facilities,,146,MUTUNDWE,,
Point (32.54579999999999984 0.2848),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,KITEBI MEDICAL CENTRE,,Kampala Health Facilities,,4598,MUTUNDWE,,
Point (32.54579999999999984 0.28170000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Government,Kitebi Health Centre III,,Kampala Health Facilities,,4610,MUTUNDWE,,
Point (32.54679999999999751 0.2752),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Lions medical centre,,Kampala Health Facilities,,4623,MUTUNDWE,,
Point (32.54500000000000171 0.27360000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Zion treatment centre,,Kampala Health Facilities,,4636,MUTUNDWE,,
Point (32.56759999999999877 0.28100000000000003),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Heroes  domicilliary clinic,,Kampala Health Facilities,,4502,NAJJANANKUBI I,,
Point (32.57370000000000232 0.2782),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Jika medical clinic and lab. Services,,Kampala Health Facilities,,4510,NAJJANANKUBI I,,
Point (32.57849999999999824 0.37740000000000001),,,,Schools,Primary Schools,Primary Schools,Private,"Kasasa Junior School,Kanyanya",,Schools,,886,KANYANYA,Primary Schools,
Point (32.57869999999999777 0.37730000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kasasa Junior School Kanyanya,,Schools,,913,KANYANYA,Pre-Primary Schools,
Point (32.58539999999999992 0.37880000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Vision View Nursery School,,Schools,,970,KANYANYA,Pre-Primary Schools,
Point (32.58400000000000318 0.37880000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Garfield Nursery and Primary School,,Schools,,1071,KANYANYA,Primary Schools,
Point (32.58610000000000184 0.37359999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Crown Nursery and Daycare,,Schools,,1145,KANYANYA,Pre-Primary Schools,
Point (32.58160000000000167 0.38090000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Charles Lwanga Nursery School Kanyanya,,Schools,,1203,KANYANYA,Pre-Primary Schools,
Point (32.58169999999999789 0.38090000000000002),,,,Schools,Primary Schools,Primary Schools,Private,St Charles Lwanga Primary School,,Schools,,1219,KANYANYA,Primary Schools,
Point (32.58400000000000318 0.37869999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Garfield Nusery and Primary School Kanyanya,,Schools,,1239,KANYANYA,Pre-Primary Schools,
Point (32.58229999999999649 0.37719999999999998),,,,Schools,Primary Schools,Primary Schools,Private,Palace View Primary School Kanyanya,,Schools,,1291,KANYANYA,Primary Schools,
Point (32.57630000000000337 0.37969999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Krystal Tots Kindergatten,,Schools,,1314,KANYANYA,Pre-Primary Schools,
Point (32.57939999999999969 0.3831),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Twins Nursery School,,Schools,,1331,KANYANYA,Pre-Primary Schools,
Point (32.57330000000000325 0.37909999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Edmon Nursery School,,Schools,,1469,KANYANYA,Pre-Primary Schools,
Point (32.57330000000000325 0.379),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Edmon Day Care,,Schools,,1486,KANYANYA,Pre-Primary Schools,
Point (32.573599999999999 0.37930000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Edmon Primary School,,Schools,,1493,KANYANYA,Primary Schools,
Point (32.57630000000000337 0.37940000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Krystal Tots Day Care,,Schools,,1562,KANYANYA,Pre-Primary Schools,
Point (32.5805999999999969 0.37740000000000001),,,,Schools,Primary Schools,Primary Schools,Private,New Hope Primary School,,Schools,,1566,KANYANYA,Primary Schools,
Point (32.5805999999999969 0.37719999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,New Hope Nursery School Kanyanya,,Schools,,1570,KANYANYA,Pre-Primary Schools,
Point (32.58339999999999748 0.37730000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Kanyanya Church of Uganda Nursery and Primary School,,Schools,,1578,KANYANYA,Primary Schools,
Point (32.57950000000000301 0.37659999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Seers Nursery and Primary School,,Schools,,1585,KANYANYA,Pre-Primary Schools,
Point (32.57820000000000249 0.37830000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Seers Nursery and Primary School Kanyanya,,Schools,,1590,KANYANYA,Primary Schools,
Point (32.58330000000000126 0.37719999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kanyanya Church of Uganda Nursery and Primary School,,Schools,,1808,KANYANYA,Pre-Primary Schools,
Point (32.57589999999999719 0.3765),,,,Schools,Primary Schools,Primary Schools,Private,Mirembe Infant School,,Schools,,1923,KANYANYA,Primary Schools,
Point (32.57569999999999766 0.37640000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Mirembe Infant School Kanyanya,,Schools,,1936,KANYANYA,Pre-Primary Schools,
Point (32.57589999999999719 0.37640000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Love and Care Children Centre,,Schools,,1960,KANYANYA,Pre-Primary Schools,
Point (32.5805999999999969 0.38059999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Uganda Martyrs Infant School,,Schools,,1977,KANYANYA,Pre-Primary Schools,
Point (32.58250000000000313 0.38030000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Uganda martyrs Primary School,,Schools,,2013,KANYANYA,Primary Schools,
Point (32.57150000000000034 0.37730000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kiyanja Nursery and Primary School,,Schools,,2049,KANYANYA,Pre-Primary Schools,
Point (32.57159999999999656 0.37740000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Kiyanja Nursery and Primary School,,Schools,,2058,KANYANYA,Primary Schools,
Point (32.57090000000000174 0.37669999999999998),,,,Schools,Primary Schools,Primary Schools,Private,God's Will Junior School,,Schools,,2093,KANYANYA,Primary Schools,
Point (32.57079999999999842 0.37669999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,God's Will Junior School,,Schools,,2094,KANYANYA,Pre-Primary Schools,
Point (32.57529999999999859 0.3795),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Hope Kindergarten,,Schools,,2152,KANYANYA,Pre-Primary Schools,
Point (32.57319999999999993 0.379),,,,Schools,Primary Schools,Primary Schools,Private,Edmond Nursery and Primary School,,Schools,,2158,KANYANYA,Primary Schools,
Point (32.57269999999999754 0.37959999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Edmond Nursery and Primary School,,Schools,,2170,KANYANYA,Pre-Primary Schools,
Point (32.57430000000000092 0.37919999999999998),,,,Schools,Primary Schools,Primary Schools,Private,Freelife Nursery and Primary School,,Schools,,2190,KANYANYA,Primary Schools,
Point (32.57849999999999824 0.37390000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Merryland Infant and Primary School,,Schools,,2225,KANYANYA,Primary Schools,
Point (32.57840000000000202 0.374),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Maryland Infant School,,Schools,,2233,KANYANYA,Pre-Primary Schools,
Point (32.57860000000000156 0.37340000000000001),,,,Schools,Primary Schools,Primary Schools,Private,"Good Samaritan Infant School,Kanyanya",,Schools,,2241,KANYANYA,Primary Schools,
Point (32.58019999999999783 0.37140000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Ronah Nursery and Primary School Kanyanya,,Schools,,2282,KANYANYA,Primary Schools,
Point (32.58030000000000115 0.3715),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Ronah Nursery and Primary School Kanyanya,,Schools,,2283,KANYANYA,Pre-Primary Schools,
Point (32.57480000000000331 0.37109999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,"St Luke nursery school, Kanyanya",,Schools,,2290,KANYANYA,Pre-Primary Schools,
Point (32.57809999999999917 0.37509999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Iqrah Education Centre,,Schools,,2292,KANYANYA,Pre-Primary Schools,
Point (32.5805999999999969 0.37109999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Bumble Babies,,Schools,,2295,KANYANYA,Pre-Primary Schools,
Point (32.58100000000000307 0.36959999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Beckton Nursery School and Daycare Kanyanya,,Schools,,2316,KANYANYA,Pre-Primary Schools,
Point (32.58149999999999835 0.36780000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Sponge Bob Nursery and Daycare Centre,,Schools,,2346,KANYANYA,Pre-Primary Schools,
Point (32.58239999999999981 0.37040000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Peter's Nursery School Kanyanya,,Schools,,2351,KANYANYA,Pre-Primary Schools,
Point (32.57480000000000331 0.37390000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Special care kindergarten,,Schools,,2358,KANYANYA,Pre-Primary Schools,
Point (32.57439999999999714 0.37930000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Freelife Nursery and Primary,,Schools,,2401,KANYANYA,Pre-Primary Schools,
Point (32.58050000000000068 0.372),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kampala Quality Kindergarten,,Schools,,2421,KANYANYA,Pre-Primary Schools,
Point (32.58089999999999975 0.36699999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,Lazarus High School Kanyanya,,Schools,,2455,KANYANYA,Secondary Schools,
Point (32.56909999999999883 0.38),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Platinum Language School For Adults,,Schools,,2461,KANYANYA,Post Primary Schools,
Point (32.57480000000000331 0.37180000000000002),,,,Schools,Primary Schools,Primary Schools,Private,New brain storm nursery and primary school,,Schools,,2492,KANYANYA,Primary Schools,
Point (32.57469999999999999 0.37180000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,New Brain storm nursery and primary school,,Schools,,2503,KANYANYA,Pre-Primary Schools,
Point (32.58220000000000027 0.37080000000000002),,,,Schools,Primary Schools,Primary Schools,Government,Kanyanya Primary School,,Schools,,2517,KANYANYA,Primary Schools,
Point (32.57580000000000098 0.37130000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Streamwood pre school Kanyanya,,Schools,,2527,KANYANYA,Pre-Primary Schools,
Point (32.57459999999999667 0.37119999999999997),,,,Schools,Primary Schools,Primary Schools,Private,St Luke nursery and primary school Kanyanya,,Schools,,2539,KANYANYA,Primary Schools,
Point (32.56880000000000308 0.38159999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Halleluyah Nursery,,Schools,,2567,KANYANYA,Pre-Primary Schools,
Point (32.5688999999999993 0.38169999999999998),,,,Schools,Primary Schools,Primary Schools,Private,Halleluyuh primary,,Schools,,2577,KANYANYA,Primary Schools,
Point (32.58129999999999882 0.36799999999999999),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Flora Fashion School Kanyanya,,Schools,,2597,KANYANYA,Post Primary Schools,
Point (32.57399999999999807 0.36899999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Baptist Primary School,,Schools,,2626,KANYANYA,Primary Schools,
Point (32.5812000000000026 0.36759999999999998),,,,Schools,Tertiary Educational Institutions,Tertiary Educational Institutions,Government,Flora Fashion School Kanyanya,,Schools,,2642,KANYANYA,Tertiary Educational Institutions,
Point (32.57820000000000249 0.37409999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Merry Land Infant School,,Schools,,2930,KANYANYA,Pre-Primary Schools,
Point (32.57609999999999673 0.37990000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Krystal Tots Kindergarten and Daycare,,Schools,,2954,KANYANYA,Pre-Primary Schools,
Point (32.58389999999999986 0.3659),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kheaza Day care,,Schools,,2957,KANYANYA,Pre-Primary Schools,
Point (32.58010000000000161 0.37119999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Bumble Babies Kindagerten,,Schools,,2977,KANYANYA,Pre-Primary Schools,
Point (32.58180000000000121 0.36940000000000001),,,,Schools,Primary Schools,Primary Schools,Government,St Peter Kanyanya Primary School,,Schools,,2986,KANYANYA,Primary Schools,
Point (32.58379999999999654 0.36609999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kheaza Nursery school,,Schools,,3111,KANYANYA,Pre-Primary Schools,
Point (32.57880000000000109 0.37359999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Samaritan Infant Kanyanya,,Schools,,3129,KANYANYA,Pre-Primary Schools,
Point (32.57719999999999771 0.3715),,,,Schools,Secondary Schools,Secondary Schools,Private,Frima High School,,Schools,,3151,KANYANYA,Secondary Schools,
Point (32.57560000000000144 0.38030000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Little Lamb Kindergarten and Daycare,,Schools,,3154,KANYANYA,Pre-Primary Schools,
Point (32.58019999999999783 0.37119999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Bumble Babies day care,,Schools,,3158,KANYANYA,Pre-Primary Schools,
Point (32.58019999999999783 0.37140000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Ronah Infant School,,Schools,,3161,KANYANYA,Pre-Primary Schools,
Point (32.57909999999999684 0.37559999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Good Samaritan Infant School,,Schools,,3166,KANYANYA,Pre-Primary Schools,
Point (32.57840000000000202 0.37390000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Grandma's kids day care,,Schools,,3168,KANYANYA,Pre-Primary Schools,
Point (32.57849999999999824 0.37959999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Mindset Junior School Kanyanya,,Schools,,3812,KANYANYA,Pre-Primary Schools,
Point (32.57039999999999935 0.37609999999999999),,,,Schools,Primary Schools,Primary Schools,Private,victory primary school,,Schools,,3835,KANYANYA,Primary Schools,
Point (32.57050000000000267 0.37619999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,victor nursery school,,Schools,,3838,KANYANYA,Pre-Primary Schools,
Point (32.57130000000000081 0.28100000000000003),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Angelina domiciliary clinic,,Kampala Health Facilities,,4527,NAJJANANKUBI I,,
Point (32.57039999999999935 0.2858),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Busabala road nursing home,,Kampala Health Facilities,,4549,NAJJANANKUBI I,,
Point (32.56139999999999901 0.32590000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,FLORENCE MEDICAL SERVICES,,Kampala Health Facilities,,4671,NAKULABYE,,
Point (32.55980000000000274 0.32290000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,MB  MEDICAL SERVICES,,Kampala Health Facilities,,24,NAMIREMBE,,
Point (32.56139999999999901 0.3226),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,CAPSTON MEDICAL SPECIALIST,,Kampala Health Facilities,,27,NAMIREMBE,,
Point (32.55769999999999698 0.30680000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Pancare Medical Services,,Kampala Health Facilities,,104,NAMIREMBE,,
Point (32.55720000000000169 0.30969999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Lisa medical centre,,Kampala Health Facilities,,105,NAMIREMBE,,
Point (32.55850000000000222 0.31180000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,MENGO HOSPITAL,,Kampala Health Facilities,,108,NAMIREMBE,,
Point (32.55859999999999843 0.30890000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,SAIDINA ABUBAKAR NURSING HOME,,Kampala Health Facilities,,4640,NAMIREMBE,,
Point (32.53479999999999706 0.30149999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Dalon Medical center,,Kampala Health Facilities,,91,NATETE,,
Point (32.53999999999999915 0.30980000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,St Edwards medical centre,,Kampala Health Facilities,,98,NATETE,,
Point (32.53589999999999804 0.2984),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Inter-city medical centre ,,Kampala Health Facilities,,121,NATETE,,
Point (32.53520000000000323 0.29859999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Nateete general health clinic ,,Kampala Health Facilities,,132,NATETE,,
